File path,Image label
dataset2/cloudy12.jpg,cloudy
dataset2/cloudy33.jpg,cloudy
dataset2/shine65.jpg,shine
dataset2/rain195.jpg,rain
dataset2/sunrise320.jpg,sunrise
dataset2/sunrise184.jpg,sunrise
dataset2/rain132.jpg,rain
dataset2/rain168.jpg,rain
dataset2/cloudy85.jpg,cloudy
dataset2/cloudy240.jpg,cloudy
dataset2/cloudy31.jpg,cloudy
dataset2/shine52.jpg,shine
dataset2/cloudy35.jpg,cloudy
dataset2/sunrise65.jpg,sunrise
dataset2/shine202.jpg,shine
dataset2/sunrise236.jpg,sunrise
dataset2/shine109.jpg,shine
dataset2/sunrise343.jpg,sunrise
dataset2/sunrise291.jpg,sunrise
dataset2/cloudy138.jpg,cloudy
dataset2/sunrise210.jpg,sunrise
dataset2/shine212.jpg,shine
dataset2/cloudy28.jpg,cloudy
dataset2/sunrise71.jpg,sunrise
dataset2/sunrise153.jpg,sunrise
dataset2/shine199.jpg,shine
dataset2/sunrise305.jpg,sunrise
dataset2/sunrise334.jpg,sunrise
dataset2/cloudy40.jpg,cloudy
dataset2/sunrise225.jpg,sunrise
dataset2/cloudy63.jpg,cloudy
dataset2/cloudy251.jpg,cloudy
dataset2/sunrise41.jpg,sunrise
dataset2/sunrise157.jpg,sunrise
dataset2/sunrise118.jpg,sunrise
dataset2/sunrise51.jpg,sunrise
dataset2/sunrise267.jpg,sunrise
dataset2/cloudy67.jpg,cloudy
dataset2/shine16.jpg,shine
dataset2/sunrise247.jpg,sunrise
dataset2/shine17.jpg,shine
dataset2/sunrise261.jpg,sunrise
dataset2/rain93.jpg,rain
dataset2/cloudy99.jpg,cloudy
dataset2/sunrise293.jpg,sunrise
dataset2/sunrise340.jpg,sunrise
dataset2/shine14.jpg,shine
dataset2/sunrise254.jpg,sunrise
dataset2/sunrise160.jpg,sunrise
dataset2/sunrise169.jpg,sunrise
dataset2/cloudy229.jpg,cloudy
dataset2/shine78.jpg,shine
dataset2/shine53.jpg,shine
dataset2/rain29.jpg,rain
dataset2/cloudy172.jpg,cloudy
dataset2/rain155.jpg,rain
dataset2/rain128.jpg,rain
dataset2/rain9.jpg,rain
dataset2/shine127.jpg,shine
dataset2/shine154.jpg,shine
dataset2/cloudy116.jpg,cloudy
dataset2/sunrise344.jpg,sunrise
dataset2/rain203.jpg,rain
dataset2/rain139.jpg,rain
dataset2/rain21.jpg,rain
dataset2/sunrise135.jpg,sunrise
dataset2/shine174.jpg,shine
dataset2/sunrise230.jpg,sunrise
dataset2/sunrise43.jpg,sunrise
dataset2/rain26.jpg,rain
dataset2/shine27.jpg,shine
dataset2/rain138.jpg,rain
dataset2/cloudy165.jpg,cloudy
dataset2/cloudy76.jpg,cloudy
dataset2/shine95.jpg,shine
dataset2/sunrise8.jpg,sunrise
dataset2/shine240.jpg,shine
dataset2/shine191.jpg,shine
dataset2/rain85.jpg,rain
dataset2/shine217.jpg,shine
dataset2/sunrise177.jpg,sunrise
dataset2/shine147.jpg,shine
dataset2/shine55.jpg,shine
dataset2/cloudy82.jpg,cloudy
dataset2/shine238.jpg,shine
dataset2/sunrise231.jpg,sunrise
dataset2/cloudy129.jpg,cloudy
dataset2/shine223.jpg,shine
dataset2/sunrise241.jpg,sunrise
dataset2/sunrise30.jpg,sunrise
dataset2/rain75.jpg,rain
dataset2/shine98.jpg,shine
dataset2/shine31.jpg,shine
dataset2/shine34.jpg,shine
dataset2/cloudy284.jpg,cloudy
dataset2/rain180.jpg,rain
dataset2/sunrise223.jpg,sunrise
dataset2/shine128.jpg,shine
dataset2/sunrise287.jpg,sunrise
dataset2/sunrise117.jpg,sunrise
dataset2/cloudy137.jpg,cloudy
dataset2/sunrise55.jpg,sunrise
dataset2/sunrise307.jpg,sunrise
dataset2/sunrise14.jpg,sunrise
dataset2/cloudy20.jpg,cloudy
dataset2/rain19.jpg,rain
dataset2/shine157.jpg,shine
dataset2/rain91.jpg,rain
dataset2/shine96.jpg,shine
dataset2/shine236.jpg,shine
dataset2/shine45.jpg,shine
dataset2/shine119.jpg,shine
dataset2/shine159.jpg,shine
dataset2/shine232.jpg,shine
dataset2/sunrise290.jpg,sunrise
dataset2/cloudy79.jpg,cloudy
dataset2/sunrise228.jpg,sunrise
dataset2/cloudy237.jpg,cloudy
dataset2/shine1.jpg,shine
dataset2/rain184.jpg,rain
dataset2/shine75.jpg,shine
dataset2/sunrise218.jpg,sunrise
dataset2/cloudy169.jpg,cloudy
dataset2/cloudy249.jpg,cloudy
dataset2/cloudy151.jpg,cloudy
dataset2/sunrise94.jpg,sunrise
dataset2/cloudy108.jpg,cloudy
dataset2/sunrise337.jpg,sunrise
dataset2/cloudy29.jpg,cloudy
dataset2/cloudy280.jpg,cloudy
dataset2/cloudy147.jpg,cloudy
dataset2/sunrise159.jpg,sunrise
dataset2/sunrise141.jpg,sunrise
dataset2/sunrise317.jpg,sunrise
dataset2/sunrise96.jpg,sunrise
dataset2/cloudy164.jpg,cloudy
dataset2/shine112.jpg,shine
dataset2/shine42.jpg,shine
dataset2/shine246.jpg,shine
dataset2/cloudy44.jpg,cloudy
dataset2/rain108.jpg,rain
dataset2/shine136.jpg,shine
dataset2/shine169.jpg,shine
dataset2/rain102.jpg,rain
dataset2/rain146.jpg,rain
dataset2/sunrise325.jpg,sunrise
dataset2/sunrise242.jpg,sunrise
dataset2/shine21.jpg,shine
dataset2/shine185.jpg,shine
dataset2/shine182.jpg,shine
dataset2/shine134.jpg,shine
dataset2/cloudy228.jpg,cloudy
dataset2/rain176.jpg,rain
dataset2/rain112.jpg,rain
dataset2/sunrise336.jpg,sunrise
dataset2/cloudy128.jpg,cloudy
dataset2/shine230.jpg,shine
dataset2/sunrise92.jpg,sunrise
dataset2/sunrise166.jpg,sunrise
dataset2/rain12.jpg,rain
dataset2/rain13.jpg,rain
dataset2/rain118.jpg,rain
dataset2/cloudy130.jpg,cloudy
dataset2/cloudy11.jpg,cloudy
dataset2/sunrise268.jpg,sunrise
dataset2/shine243.jpg,shine
dataset2/cloudy174.jpg,cloudy
dataset2/sunrise125.jpg,sunrise
dataset2/shine196.jpg,shine
dataset2/sunrise110.jpg,sunrise
dataset2/sunrise100.jpg,sunrise
dataset2/cloudy3.jpg,cloudy
dataset2/shine229.jpg,shine
dataset2/cloudy265.jpg,cloudy
dataset2/shine205.jpg,shine
dataset2/shine158.jpg,shine
dataset2/sunrise353.jpg,sunrise
dataset2/shine145.jpg,shine
dataset2/shine131.jpg,shine
dataset2/shine150.jpg,shine
dataset2/sunrise161.jpg,sunrise
dataset2/shine140.jpg,shine
dataset2/rain50.jpg,rain
dataset2/shine132.jpg,shine
dataset2/cloudy299.jpg,cloudy
dataset2/rain49.jpg,rain
dataset2/sunrise349.jpg,sunrise
dataset2/sunrise123.jpg,sunrise
dataset2/sunrise132.jpg,sunrise
dataset2/shine190.jpg,shine
dataset2/cloudy50.jpg,cloudy
dataset2/rain117.jpg,rain
dataset2/rain71.jpg,rain
dataset2/shine8.jpg,shine
dataset2/sunrise104.jpg,sunrise
dataset2/cloudy267.jpg,cloudy
dataset2/rain10.jpg,rain
dataset2/sunrise330.jpg,sunrise
dataset2/rain202.jpg,rain
dataset2/sunrise262.jpg,sunrise
dataset2/rain171.jpg,rain
dataset2/shine251.jpg,shine
dataset2/cloudy122.jpg,cloudy
dataset2/cloudy269.jpg,cloudy
dataset2/sunrise88.jpg,sunrise
dataset2/cloudy16.jpg,cloudy
dataset2/shine148.jpg,shine
dataset2/shine29.jpg,shine
dataset2/cloudy209.jpg,cloudy
dataset2/cloudy257.jpg,cloudy
dataset2/shine73.jpg,shine
dataset2/sunrise82.jpg,sunrise
dataset2/cloudy83.jpg,cloudy
dataset2/rain73.jpg,rain
dataset2/sunrise190.jpg,sunrise
dataset2/cloudy225.jpg,cloudy
dataset2/sunrise239.jpg,sunrise
dataset2/rain179.jpg,rain
dataset2/sunrise29.jpg,sunrise
dataset2/shine155.jpg,shine
dataset2/sunrise192.jpg,sunrise
dataset2/rain204.jpg,rain
dataset2/shine81.jpg,shine
dataset2/rain201.jpg,rain
dataset2/rain174.jpg,rain
dataset2/cloudy244.jpg,cloudy
dataset2/rain125.jpg,rain
dataset2/sunrise255.jpg,sunrise
dataset2/shine91.jpg,shine
dataset2/shine32.jpg,shine
dataset2/rain100.jpg,rain
dataset2/rain134.jpg,rain
dataset2/rain177.jpg,rain
dataset2/sunrise296.jpg,sunrise
dataset2/cloudy238.jpg,cloudy
dataset2/cloudy292.jpg,cloudy
dataset2/rain135.jpg,rain
dataset2/cloudy246.jpg,cloudy
dataset2/shine133.jpg,shine
dataset2/shine113.jpg,shine
dataset2/shine115.jpg,shine
dataset2/sunrise195.jpg,sunrise
dataset2/cloudy123.jpg,cloudy
dataset2/cloudy178.jpg,cloudy
dataset2/shine168.jpg,shine
dataset2/sunrise116.jpg,sunrise
dataset2/sunrise237.jpg,sunrise
dataset2/rain86.jpg,rain
dataset2/sunrise62.jpg,sunrise
dataset2/shine166.jpg,shine
dataset2/cloudy252.jpg,cloudy
dataset2/shine2.jpg,shine
dataset2/sunrise299.jpg,sunrise
dataset2/sunrise280.jpg,sunrise
dataset2/cloudy14.jpg,cloudy
dataset2/rain62.jpg,rain
dataset2/sunrise27.jpg,sunrise
dataset2/rain30.jpg,rain
dataset2/sunrise175.jpg,sunrise
dataset2/sunrise57.jpg,sunrise
dataset2/rain129.jpg,rain
dataset2/shine102.jpg,shine
dataset2/cloudy93.jpg,cloudy
dataset2/shine37.jpg,shine
dataset2/shine18.jpg,shine
dataset2/cloudy57.jpg,cloudy
dataset2/cloudy13.jpg,cloudy
dataset2/sunrise79.jpg,sunrise
dataset2/shine235.jpg,shine
dataset2/sunrise215.jpg,sunrise
dataset2/sunrise323.jpg,sunrise
dataset2/sunrise222.jpg,sunrise
dataset2/sunrise213.jpg,sunrise
dataset2/sunrise244.jpg,sunrise
dataset2/cloudy239.jpg,cloudy
dataset2/cloudy170.jpg,cloudy
dataset2/rain69.jpg,rain
dataset2/rain142.jpg,rain
dataset2/sunrise354.jpg,sunrise
dataset2/rain172.jpg,rain
dataset2/sunrise311.jpg,sunrise
dataset2/shine19.jpg,shine
dataset2/sunrise133.jpg,sunrise
dataset2/sunrise138.jpg,sunrise
dataset2/shine40.jpg,shine
dataset2/sunrise87.jpg,sunrise
dataset2/sunrise167.jpg,sunrise
dataset2/sunrise310.jpg,sunrise
dataset2/shine26.jpg,shine
dataset2/rain6.jpg,rain
dataset2/cloudy153.jpg,cloudy
dataset2/sunrise357.jpg,sunrise
dataset2/sunrise147.jpg,sunrise
dataset2/sunrise33.jpg,sunrise
dataset2/rain178.jpg,rain
dataset2/shine126.jpg,shine
dataset2/sunrise257.jpg,sunrise
dataset2/sunrise103.jpg,sunrise
dataset2/sunrise294.jpg,sunrise
dataset2/sunrise86.jpg,sunrise
dataset2/cloudy156.jpg,cloudy
dataset2/sunrise63.jpg,sunrise
dataset2/cloudy160.jpg,cloudy
dataset2/rain80.jpg,rain
dataset2/sunrise68.jpg,sunrise
dataset2/rain64.jpg,rain
dataset2/rain212.jpg,rain
dataset2/sunrise333.jpg,sunrise
dataset2/shine153.jpg,shine
dataset2/cloudy167.jpg,cloudy
dataset2/cloudy109.jpg,cloudy
dataset2/shine93.jpg,shine
dataset2/shine6.jpg,shine
dataset2/shine204.jpg,shine
dataset2/sunrise321.jpg,sunrise
dataset2/cloudy4.jpg,cloudy
dataset2/cloudy196.jpg,cloudy
dataset2/cloudy295.jpg,cloudy
dataset2/shine118.jpg,shine
dataset2/rain31.jpg,rain
dataset2/rain11.jpg,rain
dataset2/sunrise224.jpg,sunrise
dataset2/sunrise308.jpg,sunrise
dataset2/rain153.jpg,rain
dataset2/cloudy222.jpg,cloudy
dataset2/rain157.jpg,rain
dataset2/rain97.jpg,rain
dataset2/rain22.jpeg,rain
dataset2/cloudy9.jpg,cloudy
dataset2/sunrise288.jpg,sunrise
dataset2/sunrise263.jpg,sunrise
dataset2/sunrise282.jpg,sunrise
dataset2/rain123.jpg,rain
dataset2/sunrise292.jpg,sunrise
dataset2/cloudy101.jpg,cloudy
dataset2/sunrise313.jpg,sunrise
dataset2/sunrise348.jpg,sunrise
dataset2/cloudy243.jpg,cloudy
dataset2/shine79.jpg,shine
dataset2/cloudy270.jpg,cloudy
dataset2/sunrise6.jpg,sunrise
dataset2/shine171.jpg,shine
dataset2/shine50.jpg,shine
dataset2/sunrise350.jpg,sunrise
dataset2/rain81.jpg,rain
dataset2/shine184.jpg,shine
dataset2/cloudy86.jpg,cloudy
dataset2/rain173.jpg,rain
dataset2/sunrise171.jpg,sunrise
dataset2/rain182.jpg,rain
dataset2/cloudy103.jpg,cloudy
dataset2/shine241.jpg,shine
dataset2/cloudy48.jpg,cloudy
dataset2/cloudy94.jpg,cloudy
dataset2/sunrise201.jpg,sunrise
dataset2/sunrise286.jpg,sunrise
dataset2/rain17.jpg,rain
dataset2/sunrise328.jpg,sunrise
dataset2/shine189.jpg,shine
dataset2/shine183.jpg,shine
dataset2/cloudy279.jpg,cloudy
dataset2/sunrise144.jpg,sunrise
dataset2/sunrise173.jpg,sunrise
dataset2/rain53.jpg,rain
dataset2/shine206.jpg,shine
dataset2/shine143.jpg,shine
dataset2/cloudy17.jpg,cloudy
dataset2/shine101.jpg,shine
dataset2/sunrise227.jpg,sunrise
dataset2/cloudy210.jpg,cloudy
dataset2/rain130.jpg,rain
dataset2/shine111.jpg,shine
dataset2/sunrise90.jpg,sunrise
dataset2/cloudy51.jpg,cloudy
dataset2/rain76.jpg,rain
dataset2/cloudy171.jpg,cloudy
dataset2/sunrise289.jpg,sunrise
dataset2/cloudy10.jpg,cloudy
dataset2/cloudy247.jpg,cloudy
dataset2/sunrise208.jpg,sunrise
dataset2/sunrise322.jpg,sunrise
dataset2/rain107.jpg,rain
dataset2/cloudy23.jpg,cloudy
dataset2/rain199.jpg,rain
dataset2/cloudy272.jpg,cloudy
dataset2/rain151.jpg,rain
dataset2/rain65.jpg,rain
dataset2/rain20.jpg,rain
dataset2/rain211.jpg,rain
dataset2/shine167.jpg,shine
dataset2/sunrise194.jpg,sunrise
dataset2/shine83.jpg,shine
dataset2/cloudy250.jpg,cloudy
dataset2/sunrise37.jpg,sunrise
dataset2/sunrise178.jpg,sunrise
dataset2/shine108.jpg,shine
dataset2/rain2.jpg,rain
dataset2/rain39.jpg,rain
dataset2/sunrise197.jpg,sunrise
dataset2/sunrise259.jpg,sunrise
dataset2/cloudy34.jpg,cloudy
dataset2/sunrise269.jpg,sunrise
dataset2/cloudy157.jpg,cloudy
dataset2/sunrise15.jpg,sunrise
dataset2/sunrise131.jpg,sunrise
dataset2/cloudy197.jpg,cloudy
dataset2/sunrise351.jpg,sunrise
dataset2/rain1.jpg,rain
dataset2/shine28.jpg,shine
dataset2/sunrise151.jpg,sunrise
dataset2/rain197.jpg,rain
dataset2/cloudy162.jpg,cloudy
dataset2/sunrise316.jpg,sunrise
dataset2/shine213.jpg,shine
dataset2/rain186.jpg,rain
dataset2/sunrise186.jpg,sunrise
dataset2/cloudy62.jpg,cloudy
dataset2/rain14.jpg,rain
dataset2/shine122.jpg,shine
dataset2/cloudy149.jpg,cloudy
dataset2/cloudy15.jpg,cloudy
dataset2/shine129.jpg,shine
dataset2/cloudy140.jpg,cloudy
dataset2/sunrise278.jpg,sunrise
dataset2/rain114.jpg,rain
dataset2/sunrise193.jpg,sunrise
dataset2/cloudy287.jpg,cloudy
dataset2/cloudy45.jpg,cloudy
dataset2/shine165.jpg,shine
dataset2/cloudy135.jpg,cloudy
dataset2/rain169.jpg,rain
dataset2/cloudy163.jpg,cloudy
dataset2/cloudy38.jpg,cloudy
dataset2/sunrise285.jpg,sunrise
dataset2/cloudy194.jpg,cloudy
dataset2/sunrise130.jpg,sunrise
dataset2/cloudy166.jpg,cloudy
dataset2/shine187.jpg,shine
dataset2/shine197.jpg,shine
dataset2/sunrise105.jpg,sunrise
dataset2/sunrise114.jpg,sunrise
dataset2/sunrise108.jpg,sunrise
dataset2/shine58.jpg,shine
dataset2/sunrise22.jpg,sunrise
dataset2/cloudy55.jpg,cloudy
dataset2/rain147.jpg,rain
dataset2/cloudy281.jpg,cloudy
dataset2/shine146.jpg,shine
dataset2/rain87.jpg,rain
dataset2/cloudy70.jpg,cloudy
dataset2/rain161.jpg,rain
dataset2/sunrise352.jpg,sunrise
dataset2/cloudy154.jpg,cloudy
dataset2/sunrise85.jpg,sunrise
dataset2/shine120.jpg,shine
dataset2/cloudy73.jpg,cloudy
dataset2/sunrise23.jpg,sunrise
dataset2/rain145.jpg,rain
dataset2/sunrise83.jpg,sunrise
dataset2/cloudy126.jpg,cloudy
dataset2/cloudy259.jpg,cloudy
dataset2/shine195.jpg,shine
dataset2/sunrise35.jpg,sunrise
dataset2/sunrise16.jpg,sunrise
dataset2/rain4.jpg,rain
dataset2/rain111.jpg,rain
dataset2/sunrise301.jpg,sunrise
dataset2/cloudy179.jpg,cloudy
dataset2/sunrise10.jpg,sunrise
dataset2/sunrise314.jpg,sunrise
dataset2/rain68.jpg,rain
dataset2/rain198.jpg,rain
dataset2/rain54.jpg,rain
dataset2/sunrise129.jpg,sunrise
dataset2/rain121.jpg,rain
dataset2/rain175.jpg,rain
dataset2/cloudy264.jpg,cloudy
dataset2/shine252.jpg,shine
dataset2/cloudy211.jpg,cloudy
dataset2/sunrise122.jpg,sunrise
dataset2/shine103.jpg,shine
dataset2/sunrise202.jpg,sunrise
dataset2/rain88.jpg,rain
dataset2/cloudy273.jpg,cloudy
dataset2/rain103.jpg,rain
dataset2/cloudy204.jpg,cloudy
dataset2/cloudy275.jpg,cloudy
dataset2/rain70.jpg,rain
dataset2/sunrise155.jpg,sunrise
dataset2/cloudy213.jpg,cloudy
dataset2/rain192.jpg,rain
dataset2/sunrise7.jpg,sunrise
dataset2/shine144.jpg,shine
dataset2/shine69.jpg,shine
dataset2/rain51.jpg,rain
dataset2/sunrise84.jpg,sunrise
dataset2/sunrise256.jpg,sunrise
dataset2/sunrise326.jpg,sunrise
dataset2/cloudy296.jpg,cloudy
dataset2/cloudy125.jpg,cloudy
dataset2/shine244.jpg,shine
dataset2/shine59.jpg,shine
dataset2/cloudy203.jpg,cloudy
dataset2/sunrise93.jpg,sunrise
dataset2/cloudy218.jpg,cloudy
dataset2/shine188.jpg,shine
dataset2/rain61.jpg,rain
dataset2/cloudy214.jpg,cloudy
dataset2/shine138.jpg,shine
dataset2/sunrise49.jpg,sunrise
dataset2/shine24.jpg,shine
dataset2/sunrise240.jpg,sunrise
dataset2/rain162.jpg,rain
dataset2/shine64.jpg,shine
dataset2/cloudy97.jpg,cloudy
dataset2/cloudy219.jpg,cloudy
dataset2/shine92.jpg,shine
dataset2/shine15.jpg,shine
dataset2/sunrise127.jpg,sunrise
dataset2/rain164.jpg,rain
dataset2/cloudy185.jpg,cloudy
dataset2/sunrise265.jpg,sunrise
dataset2/sunrise345.jpg,sunrise
dataset2/rain105.jpg,rain
dataset2/sunrise120.jpg,sunrise
dataset2/sunrise98.jpg,sunrise
dataset2/cloudy53.jpg,cloudy
dataset2/shine135.jpg,shine
dataset2/rain191.jpg,rain
dataset2/cloudy47.jpg,cloudy
dataset2/shine99.jpg,shine
dataset2/rain124.jpg,rain
dataset2/cloudy87.jpg,cloudy
dataset2/cloudy136.jpg,cloudy
dataset2/shine5.jpg,shine
dataset2/cloudy300.jpg,cloudy
dataset2/rain163.jpg,rain
dataset2/sunrise188.jpg,sunrise
dataset2/sunrise12.jpg,sunrise
dataset2/sunrise318.jpg,sunrise
dataset2/rain214.jpg,rain
dataset2/rain104.jpg,rain
dataset2/rain18.jpg,rain
dataset2/cloudy90.jpg,cloudy
dataset2/sunrise142.jpg,sunrise
dataset2/sunrise272.jpg,sunrise
dataset2/cloudy202.jpg,cloudy
dataset2/sunrise74.jpg,sunrise
dataset2/rain28.jpg,rain
dataset2/cloudy102.jpg,cloudy
dataset2/shine247.jpg,shine
dataset2/shine11.jpg,shine
dataset2/cloudy114.jpg,cloudy
dataset2/sunrise112.jpg,sunrise
dataset2/sunrise150.jpg,sunrise
dataset2/shine106.jpg,shine
dataset2/cloudy294.jpg,cloudy
dataset2/cloudy8.jpg,cloudy
dataset2/sunrise212.jpg,sunrise
dataset2/rain101.jpg,rain
dataset2/sunrise284.jpg,sunrise
dataset2/cloudy216.jpg,cloudy
dataset2/sunrise107.jpg,sunrise
dataset2/sunrise20.jpg,sunrise
dataset2/shine175.jpg,shine
dataset2/cloudy104.jpg,cloudy
dataset2/sunrise199.jpg,sunrise
dataset2/shine36.jpg,shine
dataset2/sunrise232.jpg,sunrise
dataset2/rain156.jpg,rain
dataset2/cloudy91.jpg,cloudy
dataset2/sunrise182.jpg,sunrise
dataset2/shine253.jpg,shine
dataset2/shine38.jpg,shine
dataset2/cloudy88.jpg,cloudy
dataset2/sunrise238.jpg,sunrise
dataset2/sunrise303.jpg,sunrise
dataset2/sunrise245.jpg,sunrise
dataset2/shine117.jpg,shine
dataset2/sunrise91.jpg,sunrise
dataset2/sunrise77.jpg,sunrise
dataset2/sunrise31.jpg,sunrise
dataset2/sunrise156.jpg,sunrise
dataset2/rain7.jpg,rain
dataset2/rain181.jpg,rain
dataset2/rain183.jpg,rain
dataset2/cloudy263.jpg,cloudy
dataset2/sunrise298.jpg,sunrise
dataset2/sunrise274.jpg,sunrise
dataset2/sunrise46.jpg,sunrise
dataset2/sunrise19.jpg,sunrise
dataset2/rain141.jpg,rain
dataset2/cloudy152.jpg,cloudy
dataset2/shine77.jpg,shine
dataset2/rain166.jpg,rain
dataset2/rain106.jpg,rain
dataset2/sunrise221.jpg,sunrise
dataset2/cloudy283.jpg,cloudy
dataset2/cloudy276.jpg,cloudy
dataset2/sunrise38.jpg,sunrise
dataset2/cloudy133.jpg,cloudy
dataset2/shine89.jpg,shine
dataset2/cloudy159.jpg,cloudy
dataset2/shine152.jpg,shine
dataset2/sunrise180.jpg,sunrise
dataset2/sunrise121.jpg,sunrise
dataset2/cloudy191.jpg,cloudy
dataset2/cloudy189.jpg,cloudy
dataset2/shine201.jpg,shine
dataset2/cloudy176.jpg,cloudy
dataset2/cloudy192.jpg,cloudy
dataset2/shine74.jpg,shine
dataset2/rain83.jpg,rain
dataset2/rain170.jpg,rain
dataset2/sunrise279.jpg,sunrise
dataset2/shine51.jpg,shine
dataset2/shine72.jpg,shine
dataset2/cloudy59.jpg,cloudy
dataset2/sunrise258.jpg,sunrise
dataset2/sunrise158.jpg,sunrise
dataset2/cloudy255.jpg,cloudy
dataset2/cloudy241.jpg,cloudy
dataset2/rain113.jpg,rain
dataset2/shine107.jpg,shine
dataset2/shine25.jpg,shine
dataset2/sunrise52.jpg,sunrise
dataset2/sunrise276.jpg,sunrise
dataset2/cloudy254.jpg,cloudy
dataset2/shine220.jpg,shine
dataset2/sunrise275.jpg,sunrise
dataset2/cloudy142.jpg,cloudy
dataset2/cloudy190.jpg,cloudy
dataset2/cloudy155.jpg,cloudy
dataset2/shine198.jpg,shine
dataset2/shine214.jpg,shine
dataset2/rain55.jpg,rain
dataset2/shine245.jpg,shine
dataset2/cloudy106.jpg,cloudy
dataset2/cloudy205.jpg,cloudy
dataset2/shine110.jpg,shine
dataset2/rain136.jpg,rain
dataset2/shine177.jpg,shine
dataset2/cloudy145.jpg,cloudy
dataset2/shine179.jpg,shine
dataset2/shine211.jpg,shine
dataset2/sunrise113.jpg,sunrise
dataset2/sunrise39.jpg,sunrise
dataset2/cloudy212.jpg,cloudy
dataset2/sunrise44.jpg,sunrise
dataset2/cloudy235.jpg,cloudy
dataset2/sunrise126.jpg,sunrise
dataset2/sunrise191.jpg,sunrise
dataset2/shine66.jpg,shine
dataset2/cloudy248.jpg,cloudy
dataset2/sunrise128.jpg,sunrise
dataset2/cloudy32.jpg,cloudy
dataset2/cloudy7.jpg,cloudy
dataset2/cloudy72.jpg,cloudy
dataset2/shine215.jpg,shine
dataset2/cloudy139.jpg,cloudy
dataset2/sunrise324.jpg,sunrise
dataset2/rain32.jpg,rain
dataset2/rain133.jpg,rain
dataset2/shine207.jpg,shine
dataset2/rain82.jpg,rain
dataset2/shine82.jpg,shine
dataset2/sunrise76.jpg,sunrise
dataset2/sunrise140.jpg,sunrise
dataset2/cloudy193.jpg,cloudy
dataset2/cloudy61.jpg,cloudy
dataset2/cloudy206.jpg,cloudy
dataset2/sunrise61.jpg,sunrise
dataset2/cloudy233.jpg,cloudy
dataset2/shine231.jpg,shine
dataset2/cloudy177.jpg,cloudy
dataset2/sunrise70.jpg,sunrise
dataset2/sunrise36.jpg,sunrise
dataset2/sunrise319.jpg,sunrise
dataset2/sunrise220.jpg,sunrise
dataset2/cloudy182.jpg,cloudy
dataset2/cloudy19.jpg,cloudy
dataset2/shine164.jpg,shine
dataset2/cloudy77.jpg,cloudy
dataset2/cloudy119.jpg,cloudy
dataset2/shine61.jpg,shine
dataset2/rain35.jpg,rain
dataset2/shine226.jpg,shine
dataset2/sunrise163.jpg,sunrise
dataset2/shine233.jpg,shine
dataset2/sunrise149.jpg,sunrise
dataset2/cloudy268.jpg,cloudy
dataset2/sunrise252.jpg,sunrise
dataset2/cloudy141.jpg,cloudy
dataset2/cloudy131.jpg,cloudy
dataset2/sunrise50.jpg,sunrise
dataset2/shine71.jpg,shine
dataset2/cloudy282.jpg,cloudy
dataset2/shine63.jpg,shine
dataset2/cloudy291.jpg,cloudy
dataset2/sunrise304.jpg,sunrise
dataset2/rain98.jpg,rain
